#Easting Northing Elev. Mass/Area  [-4->-3) [-3->-2) [-2->-1) [-1->0) [0->1) [1->2) [2->3) [3->4) 
501790 1428690 350 1e-34  0 0 0 1.2e-256 9.8e-91 5.3e-11 35 65 
501790 1430190 350 7.1e-34  0 0 0 4.4e-272 8.4e-98 7.5e-13 36 64 
501790 1431690 350 4.6e-33  0 0 0 4.1e-288 3.4e-105 7.2e-15 37 63 
503290 1332690 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
503290 1334190 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
503290 1335690 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
503290 1337190 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
503290 1338690 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
503290 1340190 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
503290 1341690 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
503290 1343190 350 3.1e-319  0 0 0 0 0 0 0 1e+02 
503290 1344690 350 1.7e-309  0 0 0 0 0 0 0 1e+02 
503290 1346190 350 8.1e-300  0 0 0 0 0 2.2e-13 2.1e-12 1e+02 
503290 1347690 350 2.9e-290  0 0 0 0 0 3.3e-12 1.2e-11 1e+02 
503290 1349190 350 8.6e-281  0 0 0 0 1.1e-41 3.9e-11 6.2e-11 1e+02 
503290 1350690 350 2.3e-271  0 0 0 0 1.6e-37 3.5e-10 2.6e-10 1e+02 
503290 1352190 350 5.3e-262  0 0 0 0 1.1e-33 2.4e-09 8.6e-10 1e+02 
503290 1353690 350 9.8e-253  0 0 0 0 3.7e-30 1.5e-08 2.6e-09 1e+02 
503290 1355190 350 1.4e-243  0 0 0 0 7.4e-27 8.5e-08 7.2e-09 1e+02 
503290 1356690 350 1.4e-234  0 0 0 2.9e-86 8.2e-24 4.6e-07 2e-08 1e+02 
503290 1358190 350 1.2e-225  0 0 0 1.8e-79 4.8e-21 2.2e-06 4.9e-08 1e+02 
503290 1359690 350 8e-217  0 0 0 3.3e-73 1.5e-18 9.6e-06 1.2e-07 1e+02 
503290 1361190 350 3.9e-208  0 0 0 1.9e-67 2.8e-16 3.9e-05 2.8e-07 1e+02 
503290 1362690 350 1.3e-199  0 0 0 3.8e-62 3.2e-14 0.00016 7.2e-07 1e+02 
503290 1364190 350 2.9e-191  0 0 0 2.6e-57 2.3e-12 0.00058 1.9e-06 1e+02 
503290 1365690 350 4.7e-183  0 0 9e-125 5.8e-53 9.8e-11 0.002 5e-06 1e+02 
503290 1367190 350 5e-175  0 0 1.3e-117 4.6e-49 2.6e-09 0.0061 1.3e-05 1e+02 
503290 1368690 350 3.5e-167  0 0 3.2e-111 1.3e-45 4.7e-08 0.018 3.4e-05 1e+02 
503290 1370190 350 1.5e-159  0 0 1.3e-105 1.4e-42 5.8e-07 0.047 8.9e-05 1e+02 
503290 1371690 350 3.8e-152  0 2.3e-157 9.5e-101 6e-40 5.1e-06 0.12 0.00023 1e+02 
503290 1373190 350 5.7e-145  0 1.3e-151 1.2e-96 9.9e-38 3.2e-05 0.26 0.00057 1e+02 
503290 1374690 350 5e-138  0 6.9e-147 2.9e-93 6.7e-36 0.00014 0.55 0.0014 99 
503290 1376190 350 2.4e-131  0 3.4e-143 1.3e-90 1.9e-34 0.00049 1 0.0031 99 
503290 1377690 350 6.6e-125  0 1.6e-140 1.1e-88 2.2e-33 0.0013 1.8 0.0066 98 
503290 1379190 350 9.8e-119  6.7e-201 7.9e-139 1.8e-87 1.1e-32 0.0026 3 0.013 97 
503290 1380690 350 7.7e-113  5.1e-200 3.8e-138 5.7e-87 2.5e-32 0.0042 4.5 0.026 95 
503290 1382190 350 3.2e-107  1.8e-200 1.8e-138 3.7e-87 2.5e-32 0.0054 6.4 0.048 94 
503290 1383690 350 6.9e-102  2.9e-202 9.1e-140 4.7e-88 1.1e-32 0.0055 8.6 0.084 91 
503290 1385190 350 8e-97  2.1e-205 4.6e-142 1.2e-89 2.1e-33 0.0045 11 0.14 89 
503290 1386690 350 4.8e-92  7.2e-210 2.3e-145 6.3e-92 1.8e-34 0.0029 13 0.23 87 
503290 1388190 350 1.6e-87  1.1e-215 1.2e-149 6.4e-95 6.6e-36 0.0015 15 0.36 84 
503290 1389690 350 2.8e-83  7.5e-223 5.9e-155 1.3e-98 1.1e-37 0.00059 18 0.55 82 
503290 1391190 350 2.7e-79  2.3e-231 2.9e-161 4.8e-103 7.2e-40 0.00018 19 0.82 80 
503290 1392690 350 1.5e-75  2.9e-241 1.3e-168 3.3e-108 2e-42 4.1e-05 21 1.2 78 
503290 1394190 350 4.8e-72  0 5.6e-177 4.3e-114 2.3e-45 6.7e-06 22 1.7 76 
503290 1395690 350 9.1e-69  0 2.1e-186 9.6e-121 1e-48 7.9e-07 23 2.4 75 
503290 1397190 350 1.1e-65  0 7.1e-197 3.7e-128 1.7e-52 6.4e-08 24 3.2 73 
503290 1398690 350 7.8e-63  0 2e-208 2.4e-136 1.1e-56 3.5e-09 24 4.4 71 
503290 1400190 350 3.7e-60  0 4.7e-221 2.6e-145 2.4e-61 1.3e-10 24 5.9 70 
503290 1401690 350 1.2e-57  0 8.7e-235 4.2e-155 1.9e-66 2.8e-12 24 7.7 68 
503290 1403190 350 2.7e-55  0 1.3e-249 1.1e-165 4.9e-72 3.9e-14 23 10 67 
503290 1404690 350 4.1e-53  0 1.4e-265 4.1e-177 4.4e-78 3.3e-16 21 13 66 
503290 1406190 350 4.6e-51  0 0 2.3e-189 1.3e-84 1.6e-18 19 16 65 
503290 1407690 350 3.8e-49  0 0 1.8e-202 1.1e-91 4.7e-21 16 20 63 
503290 1409190 350 2.4e-47  0 0 2e-216 3.2e-99 7.4e-24 13 25 62 
503290 1410690 350 1.2e-45  0 0 3e-231 2.7e-107 6.5e-27 9.1 29 62 
503290 1412190 350 4.5e-44  0 0 5.9e-247 6.7e-116 3e-30 5.7 33 61 
503290 1413690 350 1.4e-42  0 0 1.6e-263 4.9e-125 7.6e-34 3 37 60 
503290 1415190 350 3.4e-41  0 0 5.7e-281 1e-134 1e-37 1.3 39 59 
503290 1416690 350 7.1e-40  0 0 0 6.1e-145 6.6e-42 0.42 41 59 
503290 1418190 350 1.3e-38  0 0 0 9.9e-156 2.2e-46 0.11 41 59 
503290 1419690 350 1.9e-37  0 0 0 4.5e-167 3.7e-51 0.02 41 59 
503290 1421190 350 2.3e-36  0 0 0 5.5e-179 3.1e-56 0.0028 42 58 
503290 1422690 350 2.6e-35  0 0 0 1.8e-191 1.3e-61 0.00028 42 58 
503290 1424190 350 2.5e-34  0 0 0 1.6e-204 2.4e-67 1.9e-05 42 58 
503290 1425690 350 2.2e-33  0 0 0 3.7e-218 2.3e-73 9.3e-07 41 59 
503290 1427190 350 1.7e-32  0 0 0 2.2e-232 1e-79 3.1e-08 41 59 
503290 1428690 350 1.2e-31  0 0 0 3.5e-247 2.1e-86 7.4e-10 41 59 
503290 1430190 350 7.2e-31  0 0 0 1.4e-262 2.1e-93 1.2e-11 42 58 
503290 1431690 350 4.1e-30  0 0 0 1.5e-278 9.6e-101 1.3e-13 42 58 
504790 1332690 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
504790 1334190 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
504790 1335690 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
504790 1337190 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
504790 1338690 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
504790 1340190 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
504790 1341690 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
504790 1343190 350 4.7e-316  0 0 0 0 0 0 0 1e+02 
504790 1344690 350 3.1e-306  0 0 0 0 0 7.3e-14 8.3e-13 1e+02 
504790 1346190 350 1.7e-296  0 0 0 0 0 1.2e-12 5e-12 1e+02 
504790 1347690 350 7e-287  0 0 0 0 0 1.6e-11 2.8e-11 1e+02 
504790 1349190 350 2.6e-277  0 0 0 0 4.2e-38 1.6e-10 1.3e-10 1e+02 
504790 1350690 350 9.3e-268  0 0 0 0 4.3e-34 1.2e-09 4.4e-10 1e+02 
504790 1352190 350 2.7e-258  0 0 0 0 2.3e-30 8e-09 1.3e-09 1e+02 
504790 1353690 350 5.8e-249  0 0 0 0 6.7e-27 5e-08 3.9e-09 1e+02 
504790 1355190 350 1e-239  0 0 0 0 1.1e-23 2.9e-07 1.1e-08 1e+02 
504790 1356690 350 1.4e-230  0 0 0 2.3e-78 8.9e-21 1.5e-06 2.7e-08 1e+02 
504790 1358190 350 1.6e-221  0 0 0 1.1e-71 3.9e-18 7.1e-06 6.4e-08 1e+02 
504790 1359690 350 1.3e-212  0 0 0 1.5e-65 9.9e-16 3.2e-05 1.6e-07 1e+02 
504790 1361190 350 7.9e-204  0 0 0 7.3e-60 1.5e-13 0.00014 4.3e-07 1e+02 
504790 1362690 350 3.4e-195  0 0 1.5e-127 1.1e-54 1.3e-11 0.00057 1.2e-06 1e+02 
504790 1364190 350 1e-186  0 0 6.8e-119 5.7e-50 7.1e-10 0.0021 3.2e-06 1e+02 
504790 1365690 350 2.2e-178  0 0 4.8e-111 9.7e-46 2.3e-08 0.0071 8.9e-06 1e+02 
504790 1367190 350 3e-170  0 0 5.6e-104 6e-42 5e-07 0.022 2.5e-05 1e+02 
504790 1368690 350 2.6e-162  0 6.2e-153 1.1e-97 1.4e-38 7.3e-06 0.066 7.2e-05 1e+02 
504790 1370190 350 1.4e-154  0 3.5e-145 3.6e-92 1.2e-35 7.3e-05 0.18 0.0002 1e+02 
504790 1371690 350 4.4e-147  0 1.7e-138 2.1e-87 4e-33 0.00051 0.43 0.00053 1e+02 
504790 1373190 350 8.3e-140  0 7.9e-133 2.1e-83 5.4e-31 0.0026 0.96 0.0013 99 
504790 1374690 350 8.8e-133  1.9e-186 3.4e-128 4.1e-80 3e-29 0.0098 1.9 0.0032 98 
504790 1376190 350 5.2e-126  1.4e-181 1.4e-124 1.5e-77 7e-28 0.029 3.5 0.0072 96 
504790 1377690 350 1.6e-119  4.4e-178 5.9e-122 1.1e-75 7.2e-27 0.066 5.9 0.015 94 
504790 1379190 350 2.7e-113  6.5e-176 2.5e-120 1.6e-74 3.2e-26 0.12 9 0.03 91 
504790 1380690 350 2.3e-107  4.5e-175 1.1e-119 4.8e-74 6.6e-26 0.18 13 0.055 87 
504790 1382190 350 1e-101  1.5e-175 5e-120 2.9e-74 6.1e-26 0.21 17 0.096 83 
504790 1383690 350 2.3e-96  2.3e-177 2.4e-121 3.7e-75 2.6e-26 0.21 21 0.16 79 
504790 1385190 350 2.6e-91  1.7e-180 1.2e-123 9.6e-77 5.1e-27 0.18 25 0.25 75 
504790 1386690 350 1.5e-86  6.2e-185 6.7e-127 5.2e-79 4.6e-28 0.12 28 0.39 71 
504790 1388190 350 4.4e-82  1e-190 3.7e-131 5.8e-82 1.9e-29 0.066 31 0.58 68 
504790 1389690 350 6.9e-78  8.1e-198 2.1e-136 1.3e-85 3.4e-31 0.029 33 0.85 66 
504790 1391190 350 5.7e-74  2.9e-206 1.2e-142 5.7e-90 2.7e-33 0.01 35 1.2 64 
504790 1392690 350 2.6e-70  4.4e-216 6.6e-150 4.8e-95 9.1e-36 0.0028 36 1.7 62 
504790 1394190 350 6.8e-67  2.9e-227 3.5e-158 7.5e-101 1.3e-38 0.00055 37 2.4 60 
504790 1395690 350 1e-63  8e-240 1.6e-167 2.1e-107 6.9e-42 8e-05 38 3.2 59 
504790 1397190 350 9.7e-61  8.7e-254 6.9e-178 1e-114 1.5e-45 8.1e-06 38 4.3 58 
504790 1398690 350 5.6e-58  0 2.5e-189 8.6e-123 1.2e-49 5.5e-07 37 5.6 57 
504790 1400190 350 2.1e-55  0 7.4e-202 1.2e-131 3.4e-54 2.5e-08 37 7.3 56 
504790 1401690 350 5.2e-53  0 1.8e-215 2.5e-141 3.4e-59 7.3e-10 36 9.5 55 
504790 1403190 350 8.8e-51  0 3.4e-230 8.2e-152 1.2e-64 1.3e-11 34 12 54 
504790 1404690 350 1.1e-48  0 4.8e-246 4e-163 1.3e-70 1.4e-13 32 15 53 
504790 1406190 350 9.3e-47  0 5e-263 2.8e-175 4.9e-77 8.9e-16 29 19 53 
504790 1407690 350 6e-45  0 0 2.9e-188 5.7e-84 3.2e-18 25 23 52 
504790 1409190 350 2.9e-43  0 0 4.1e-202 2e-91 6.6e-21 21 28 51 
504790 1410690 350 1.1e-41  0 0 7.8e-217 2.2e-99 7.3e-24 16 34 51 
504790 1412190 350 3.4e-40  0 0 2e-232 6.9e-108 4.3e-27 11 39 50 
504790 1413690 350 8.4e-39  0 0 6.5e-249 6.3e-117 1.3e-30 6.4 43 50 
504790 1415190 350 1.7e-37  0 0 2.8e-266 1.6e-126 2.2e-34 3.1 47 50 
504790 1416690 350 2.8e-36  0 0 1.5e-284 1.2e-136 1.8e-38 1.2 49 50 
504790 1418190 350 4e-35  0 0 0 2.4e-147 7.4e-43 0.37 50 50 
504790 1419690 350 4.8e-34  0 0 0 1.3e-158 1.5e-47 0.082 50 50 
504790 1421190 350 5.1e-33  0 0 0 2e-170 1.5e-52 0.013 50 50 
504790 1422690 350 4.6e-32  0 0 0 8e-183 7.4e-58 0.0016 50 50 
504790 1424190 350 3.8e-31  0 0 0 8.4e-196 1.7e-63 0.00013 49 51 
504790 1425690 350 2.8e-30  0 0 0 2.3e-209 1.9e-69 7.5e-06 49 51 
504790 1427190 350 1.8e-29  0 0 0 1.6e-223 9.9e-76 3e-07 48 52 
504790 1428690 350 1.1e-28  0 0 0 3e-238 2.4e-82 8.1e-09 47 53 
504790 1430190 350 5.7e-28  0 0 0 1.4e-253 2.8e-89 1.5e-10 47 53 
504790 1431690 350 2.8e-27  0 0 0 1.7e-269 1.5e-96 1.9e-12 47 53 
506290 1332690 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
506290 1334190 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
506290 1335690 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
506290 1337190 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
506290 1338690 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
506290 1340190 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
506290 1341690 350 5.9e-323  0 0 0 0 0 0 0 1e+02 
506290 1343190 350 5.5e-313  0 0 0 0 0 0 0 1e+02 
506290 1344690 350 4.2e-303  0 0 0 0 0 3.7e-13 1.9e-12 1e+02 
506290 1346190 350 2.5e-293  0 0 0 0 0 5.6e-12 1.1e-11 1e+02 
506290 1347690 350 1.3e-283  0 0 0 0 3.7e-39 6.5e-11 5.7e-11 1e+02 
506290 1349190 350 6.7e-274  0 0 0 0 7.4e-35 5.4e-10 2.1e-10 1e+02 
506290 1350690 350 2.9e-264  0 0 0 0 6.1e-31 3.8e-09 6.7e-10 1e+02 
506290 1352190 350 9.9e-255  0 0 0 0 2.7e-27 2.6e-08 2e-09 1e+02 
506290 1353690 350 2.7e-245  0 0 0 0 6.7e-24 1.6e-07 5.6e-09 1e+02 
506290 1355190 350 6.1e-236  0 0 0 4.4e-78 8e-21 9.3e-07 1.4e-08 1e+02 
506290 1356690 350 1.2e-226  0 0 0 5.2e-71 5e-18 4.7e-06 3.4e-08 1e+02 
506290 1358190 350 1.7e-217  0 0 0 1.9e-64 1.7e-15 2.3e-05 8.8e-08 1e+02 
506290 1359690 350 1.7e-208  0 0 0 2.2e-58 3.6e-13 0.00011 2.4e-07 1e+02 
506290 1361190 350 1.3e-199  0 0 0 7.9e-53 4.1e-11 0.0005 7e-07 1e+02 
506290 1362690 350 7.8e-191  0 0 1.7e-114 9e-48 2.7e-09 0.002 2e-06 1e+02 
506290 1364190 350 3.2e-182  0 0 5.9e-106 3.4e-43 1.1e-07 0.0075 5.9e-06 1e+02 
506290 1365690 350 8.6e-174  0 0 3.3e-98 4.6e-39 2.9e-06 0.026 1.8e-05 1e+02 
506290 1367190 350 1.5e-165  0 8.9e-144 3e-91 2.2e-35 4.9e-05 0.086 5.6e-05 1e+02 
506290 1368690 350 1.7e-157  0 4.4e-135 4.4e-85 3.9e-32 0.00055 0.25 0.00017 1e+02 
506290 1370190 350 1.2e-149  0 1.9e-127 1.1e-79 2.5e-29 0.0042 0.66 0.00048 99 
506290 1371690 350 5e-142  1.8e-176 7.3e-121 4.9e-75 6.6e-27 0.024 1.6 0.0013 98 
506290 1373190 350 1.2e-134  5.3e-169 2.6e-115 4e-71 7.1e-25 0.098 3.3 0.0034 97 
506290 1374690 350 1.6e-127  7e-163 9.1e-111 6.3e-68 3.2e-23 0.31 6.4 0.008 93 
506290 1376190 350 1.1e-120  4.1e-158 3.1e-107 1.9e-65 6.1e-22 0.76 11 0.017 88 
506290 1377690 350 4.2e-114  1.1e-154 1.1e-104 1.1e-63 5.1e-21 1.5 16 0.035 82 
506290 1379190 350 8.3e-108  1.4e-152 3.9e-103 1.4e-62 2e-20 2.3 23 0.063 75 
506290 1380690 350 8.1e-102  8.3e-152 1.5e-102 3.7e-62 3.5e-20 3 29 0.11 68 
506290 1382190 350 3.9e-96  2.5e-152 6.3e-103 2e-62 3e-20 3.4 35 0.17 62 
506290 1383690 350 9e-91  3.8e-154 2.9e-104 2.5e-63 1.2e-20 3.2 40 0.27 57 
506290 1385190 350 1e-85  2.9e-157 1.5e-106 6.7e-65 2.5e-21 2.7 44 0.4 53 
506290 1386690 350 5.4e-81  1.1e-161 8.7e-110 3.9e-67 2.4e-22 1.9 48 0.58 50 
506290 1388190 350 1.4e-76  2.1e-167 5.5e-114 4.9e-70 1.1e-23 1.2 51 0.83 47 
506290 1389690 350 1.9e-72  1.9e-174 3.6e-119 1.3e-73 2.3e-25 0.58 52 1.2 46 
506290 1391190 350 1.3e-68  8.1e-183 2.5e-125 6.7e-78 2.2e-27 0.24 53 1.6 45 
506290 1392690 350 4.9e-65  1.5e-192 1.7e-132 7e-83 9.2e-30 0.078 54 2.2 44 
506290 1394190 350 1e-61  1.3e-203 1.1e-140 1.4e-88 1.6e-32 0.019 53 2.9 44 
506290 1395690 350 1.2e-58  4.5e-216 6.8e-150 5e-95 1.1e-35 0.0035 53 3.9 43 
506290 1397190 350 8.4e-56  6.5e-230 3.7e-160 3.2e-102 3.1e-39 0.00046 52 5.1 43 
506290 1398690 350 3.7e-53  3.6e-245 1.8e-171 3.4e-110 3.2e-43 4.1e-05 51 6.7 42 
506290 1400190 350 1.1e-50  7.5e-262 6.9e-184 6.1e-119 1.2e-47 2.4e-06 49 8.5 42 
506290 1401690 350 2e-48  0 2.2e-197 1.7e-128 1.6e-52 9e-08 47 11 42 
506290 1403190 350 2.6e-46  0 5.4e-212 7.5e-139 7.4e-58 2.1e-09 45 14 41 
506290 1404690 350 2.3e-44  0 1e-227 4.8e-150 1.1e-63 3e-11 42 17 41 
506290 1406190 350 1.6e-42  0 1.4e-244 4.5e-162 5.3e-70 2.5e-13 38 21 41 
506290 1407690 350 7.8e-41  0 1.4e-262 5.9e-175 8e-77 1.1e-15 34 25 41 
506290 1409190 350 3e-39  0 9.5e-282 1.1e-188 3.7e-84 3e-18 29 30 41 
506290 1410690 350 8.8e-38  0 0 2.6e-203 5.1e-92 4.2e-21 23 36 40 
506290 1412190 350 2.1e-36  0 0 8.5e-219 2e-100 3.2e-24 17 42 41 
506290 1413690 350 4.1e-35  0 0 3.6e-235 2.4e-109 1.3e-27 11 48 41 
506290 1415190 350 6.5e-34  0 0 1.9e-252 7.7e-119 2.5e-31 6.3 53 41 
506290 1416690 350 8.7e-33  0 0 1.3e-270 7.1e-129 2.6e-35 2.8 56 41 
506290 1418190 350 1e-31  0 0 1e-289 1.8e-139 1.3e-39 1 58 41 
506290 1419690 350 9.9e-31  0 0 0 1.2e-150 3.3e-44 0.27 58 42 
506290 1421190 350 8.6e-30  0 0 0 2.2e-162 4e-49 0.051 57 43 
506290 1422690 350 6.5e-29  0 0 0 1e-174 2.4e-54 0.0071 56 44 
506290 1424190 350 4.4e-28  0 0 0 1.3e-187 6.6e-60 0.0007 56 44 
506290 1425690 350 2.7e-27  0 0 0 4.3e-201 8.7e-66 4.8e-05 55 45 
506290 1427190 350 1.5e-26  0 0 0 3.6e-215 5.4e-72 2.2e-06 54 46 
506290 1428690 350 7.6e-26  0 0 0 7.7e-230 1.5e-78 7e-08 53 47 
506290 1430190 350 3.5e-25  0 0 0 4.2e-245 2e-85 1.5e-09 52 48 
506290 1431690 350 1.5e-24  0 0 0 6e-261 1.2e-92 2.2e-11 51 49 
507790 1332690 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
507790 1334190 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
507790 1335690 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
507790 1337190 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
507790 1338690 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
507790 1340190 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
507790 1341690 350 4.5e-320  0 0 0 0 0 0 0 1e+02 
507790 1343190 350 4.7e-310  0 0 0 0 0 0 0 1e+02 
507790 1344690 350 4e-300  0 0 0 0 0 1.6e-12 4.2e-12 1e+02 
507790 1346190 350 2.9e-290  0 0 0 0 0 2.2e-11 2.4e-11 1e+02 
507790 1347690 350 2e-280  0 0 0 0 5.5e-36 2.1e-10 9.8e-11 1e+02 
507790 1349190 350 1.3e-270  0 0 0 0 7.3e-32 1.6e-09 3.2e-10 1e+02 
507790 1350690 350 6.7e-261  0 0 0 0 5.1e-28 1.2e-08 9.8e-10 1e+02 
507790 1352190 350 2.7e-251  0 0 0 0 1.9e-24 8e-08 2.8e-09 1e+02 
507790 1353690 350 9.7e-242  0 0 0 1.2e-78 3.5e-21 5e-07 7.4e-09 1e+02 
507790 1355190 350 3e-232  0 0 0 3.8e-71 3.2e-18 2.7e-06 1.8e-08 1e+02 
507790 1356690 350 7.1e-223  0 0 0 3.6e-64 1.6e-15 1.5e-05 4.7e-08 1e+02 
507790 1358190 350 1.3e-213  0 0 0 1e-57 4.4e-13 7.8e-05 1.3e-07 1e+02 
507790 1359690 350 1.8e-204  0 0 0 9e-52 6.8e-11 0.00038 3.9e-07 1e+02 
507790 1361190 350 1.9e-195  0 0 1.5e-111 2.4e-46 5.8e-09 0.0017 1.2e-06 1e+02 
507790 1362690 350 1.5e-186  0 0 2.6e-102 2.1e-41 2.9e-07 0.007 3.6e-06 1e+02 
507790 1364190 350 7.7e-178  0 0 6.9e-94 6e-37 9.3e-06 0.028 1.2e-05 1e+02 
507790 1365690 350 2.8e-169  0 1.2e-136 2.9e-86 6.1e-33 0.00018 0.1 4.1e-05 1e+02 
507790 1367190 350 6.7e-161  0 5.1e-127 1.9e-79 2.2e-29 0.0024 0.32 0.00013 1e+02 
507790 1368690 350 1e-152  0 1.9e-118 2.1e-73 2.8e-26 0.02 0.92 0.00042 99 
507790 1370190 350 9.4e-145  5e-163 6.1e-111 3.9e-68 1.4e-23 0.12 2.4 0.0013 98 
507790 1371690 350 5.1e-137  2.7e-154 1.8e-104 1.3e-63 2.8e-21 0.55 5.3 0.0035 94 
507790 1373190 350 1.6e-129  6e-147 4.8e-99 8.2e-60 2.2e-19 1.8 10 0.0088 88 
507790 1374690 350 2.9e-122  5.9e-141 1.2e-94 9.5e-57 7.4e-18 4.4 17 0.019 79 
507790 1376190 350 2.8e-115  2.5e-136 3.1e-91 2.1e-54 1.1e-16 8.4 23 0.038 68 
507790 1377690 350 1.4e-108  5.2e-133 8.3e-89 9.9e-53 7e-16 13 30 0.066 57 
507790 1379190 350 3.4e-102  5.3e-131 2.4e-87 9.9e-52 2.2e-15 17 35 0.11 48 
507790 1380690 350 3.8e-96  2.8e-130 8.1e-87 2.2e-51 3.4e-15 19 40 0.17 41 
507790 1382190 350 2e-90  7.8e-131 3.1e-87 1.2e-51 2.7e-15 20 44 0.25 35 
507790 1383690 350 4.6e-85  1.2e-132 1.5e-88 1.4e-52 1.1e-15 19 49 0.36 32 
507790 1385190 350 4.8e-80  9.5e-136 8e-91 3.9e-54 2.3e-16 16 54 0.51 30 
507790 1386690 350 2.3e-75  4.1e-140 5.1e-94 2.6e-56 2.5e-17 12 58 0.72 29 
507790 1388190 350 5.3e-71  8.9e-146 3.7e-98 3.7e-59 1.3e-18 8.4 63 1 28 
507790 1389690 350 5.8e-67  9.8e-153 3e-103 1.2e-62 3.4e-20 4.9 66 1.4 28 
507790 1391190 350 3.2e-63  5.2e-161 2.6e-109 7.8e-67 4e-22 2.4 68 1.9 28 
507790 1392690 350 9.2e-60  1.3e-170 2.3e-116 1e-71 2.1e-24 0.98 68 2.5 28 
507790 1394190 350 1.4e-56  1.4e-181 2e-124 2.7e-77 4.9e-27 0.31 68 3.4 29 
507790 1395690 350 1.3e-53  6.6e-194 1.6e-133 1.3e-83 4.5e-30 0.072 66 4.4 29 
507790 1397190 350 6.8e-51  1.3e-207 1.2e-143 1.1e-90 1.7e-33 0.012 65 5.7 29 
507790 1398690 350 2.2e-48  9.4e-223 7.5e-155 1.6e-98 2.3e-37 0.0014 63 7.4 30 
507790 1400190 350 4.7e-46  2.7e-239 4e-167 3.9e-107 1.2e-41 0.00011 61 9.3 30 
507790 1401690 350 6.5e-44  2.7e-257 1.7e-180 1.5e-116 2.1e-46 5.6e-06 58 12 30 
507790 1403190 350 6.3e-42  9.9e-277 5.6e-195 8.5e-127 1.3e-51 1.7e-07 55 14 31 
507790 1404690 350 4.3e-40  0 1.4e-210 7.4e-138 2.6e-57 3.2e-09 51 18 31 
507790 1406190 350 2.2e-38  0 2.6e-227 9.1e-150 1.7e-63 3.5e-11 47 22 31 
507790 1407690 350 8.1e-37  0 3.3e-245 1.6e-162 3.3e-70 2.2e-13 42 26 31 
507790 1409190 350 2.4e-35  0 3e-264 3.8e-176 2e-77 7.3e-16 37 31 32 
507790 1410690 350 5.5e-34  0 1.8e-284 1.2e-190 3.5e-85 1.3e-18 31 37 32 
507790 1412190 350 1e-32  0 0 5e-206 1.8e-93 1.3e-21 24 44 32 
507790 1413690 350 1.5e-31  0 0 2.7e-222 2.7e-102 6.4e-25 17 50 33 
507790 1415190 350 2e-30  0 0 1.8e-239 1.1e-111 1.6e-28 11 56 33 
507790 1416690 350 2.1e-29  0 0 1.5e-257 1.3e-121 2.1e-32 5.5 60 34 
507790 1418190 350 1.9e-28  0 0 1.5e-276 3.9e-132 1.3e-36 2.2 63 35 
507790 1419690 350 1.6e-27  0 0 0 3.2e-143 4e-41 0.7 64 35 
507790 1421190 350 1.1e-26  0 0 0 7.1e-155 5.9e-46 0.16 63 36 
507790 1422690 350 7e-26  0 0 0 4.1e-167 4.2e-51 0.026 63 37 
507790 1424190 350 4e-25  0 0 0 6.2e-180 1.4e-56 0.003 62 38 
507790 1425690 350 2e-24  0 0 0 2.4e-193 2.2e-62 0.00024 61 39 
507790 1427190 350 9.5e-24  0 0 0 2.4e-207 1.6e-68 1.3e-05 59 41 
507790 1428690 350 4.1e-23  0 0 0 6e-222 5.4e-75 4.9e-07 58 42 
507790 1430190 350 1.6e-22  0 0 0 3.9e-237 8.2e-82 1.2e-08 57 43 
507790 1431690 350 6e-22  0 0 0 6.2e-253 5.8e-89 2e-10 56 44 
509290 1332690 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
509290 1334190 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
509290 1335690 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
509290 1337190 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
509290 1338690 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
509290 1340190 350 0  -nan -nan -nan -nan -nan -nan -nan -nan 
